Titre,Entreprise,Ville_Clean,Departement,Type_Contrat,Salaire_Annuel_Estime,Date_Publication,URL,Description_Propre,Date_Expiration,Source
Business analyst (H/F),Confidentiel,Carquefou,44,CDI,,2026-01-11,https://candidat.francetravail.fr/offres/recherche/detail/7749580,"Description du poste : Lieu : Nantes, France Construisons ensemble un avenir de confiance Thales est un leader mondial des hautes technologies spécialisé dans trois secteurs d'activité : Défense & Sécurité, Aéronautique & Spatial, et Cyber & Digital. Il développe des produits et solutions qui contribuent à un monde plus sûr, plus respectueux de l'environnement et plus inclusif. Le Groupe investit près de 4 milliards d'euros par an en Recherche & Développement, notamment dans des domaines clés de l'innovation tels que l'IA, la cybersécurité, le quantique, les technologies du cloud et la 6G. Thales compte près de 81 000 collaborateurs dans 68 pays. Nos engagements, vos avantages***Une réussite portée par notre excellence technologique, votre expérience et notre ambition partagée***Un package de rémunération attractif***Un développement des compétences en continu : parcours de formation, académies et communautés internes***Un environnement inclusif, bienveillant et respectant l'équilibre des collaborateurs***Un engagement sociétal et environnemental reconnu Votre quotidien En nous rejoignant à Carquefou, à proximité de Nantes, vous intégrez un site dynamique regroupant nos activités de services numériques permettant d'opérer les systèmes d'informations critiques de nos clients et de les accompagner dans leur transformation numérique sécurisée. Votre quotidien En nous rejoignant à Carquefou, à proximité de Nantes, vous intégrez un site dynamique regroupant nos activités de services numériques permettant d'opérer les systèmes d'informations critiques de nos clients et de les accompagner dans leur transformation numérique sécurisée. Vous intégrez des équipes à taille humaine, spécialisées en développement d'applications web sécurisées dans une approche User-Centric. Le projet ? Un programme stratégique de refonte d'une application critique pour un grand ministère, où vous partagez votre savoir-faire au sein des équipes Agiles. Vous contribuez à notre démarche d'amélioration continue afin de maintenir le niveau de qualité au cœur de nos priorités. Vos missions Rédiger la documentation fonctionnelle et les User Stories associées, avec critères d'acceptation - Donner du sens à l'équipe de réalisation et leur apporter du support tout au long de la réalisation, - Participer à la stratégie de tests fonctionnels pour garantir la conformité aux besoins et la qualité des livrables - S'inscrire dans une démarche d'amélioration continue en intégrant les dimensions Accessibilité et Green by Design, ainsi que les bonnes pratiques de sécurité et de protection des données. Votre profil Vous êtes diplômé(e) d'un Bac+5 (école d'ingénieurs ou université) en systèmes d'information, informatique, business analysis ou équivalent. Vous justifiez d'une première expérience d'environ 1 an en business analysis/AMOA/produit, acquise en stage, alternance ou premier emploi. Votre esprit d'analyse et de synthèse vous permet de structurer un besoin et de le traduire en User Stories claires et testables. Vous avez une excellente capacité de communication écrite et orale qui vous permet d'accompagner avec pédagogie. Vous connaissez les pratiques Agiles (Scrum/Kanban) et vous avez une appétence pour l'amélioration continue. Alors ce poste est fait pour vous ! Le mot de l'équipe Chez User Centric Solutions, nous formons une équipe entreprenante où nous adorons coopérer et innover ensemble. Nous nous améliorons en continue, c'est essentiel pour apporter le meilleur à nos clients ! Avec une approche centrée sur l'utilisateur, nous nous assurons que nos projets ont du sens et apportent de la valeur. Vous vous retrouvez dans notre culture et notre enthousiasme, vous êtes prêts à relever des défis et à faire partie de cette aventure, rejoignez notre équipe à Nantes ! Nous avons hâte d'échanger avec vous ! Thales, entreprise Handi-Engagée, reconnait tous les talents. La diversité est notre meilleur atout. Postulez et rejoignez Thales, entreprise Handi-Engagée, reconnait tous les talents. La diversité est notre meilleur atout. Postulez et rejoignez nous !",,France Travail
Business Analyst Si Télécom H/F,CGI,Rennes,35,CDI,,2026-01-10,https://candidat.francetravail.fr/offres/recherche/detail/7665054,"POSTE : Business Analyst Si Télécom H/F DESCRIPTION : Business Analyst SI Télécom F/H Description de poste Chez CGI, leader mondial du conseil et des services numériques, vous rejoignez nos équipes à Rennes en tant que Business Analyst expérimenté(e) F/H. Nos équipes accompagnent les clients grands comptes de la région Rennaise, notamment dans les secteurs de la finance, de l'industrie, du secteur public, des télécommunications ou encore de l'énergie, dans leurs projets de transformation offrant ainsi des perspectives d'évolution dans les métiers du conseil, de l'expertise technique et de la gestion de projet sur les technologies phares du marché. Votre mission sera d'assurer la responsabilité d'un ou plusieurs processus fonctionnels en termes d'analyse (de la formalisation des besoins utilisateurs/métiers, à la conception fonctionnelle des solutions à mettre en oeuvre), dans un souci de meilleure intégration dans le système d'information de l'entreprise cliente. Fonctions et responsabilités - Comprendre et formaliser le besoin utilisateur pour identifier des parcours utilisateurs de qualité, notamment en animant des ateliers d'échange ou interviews avec les utilisateurs et/ou les métiers, identifier les incohérences, valider l'exhaustivité, faire des analyses d'impacts - Maîtriser le périmètre fonctionnel qui vous est confié et prendre en compte l'écosystème applicatif auquel il s'intègre pour proposer des solutions novatrices, pragmatiques et pérennes - Etre responsable de la conception fonctionnelle et garant de la capitalisation documentaire du projet, contribuer à la cohérence de l'ensemble des documents (backlog Epics / Stories, spécifications générales et détaillées, zonings, dossier d'architecture applicative, stratégie de tests, cahier de recette). - Faire le lien avec les équipes techniques et identifier clairement les attendus (Schémas de flux, Mapping des données, Critères d'acceptation, Definition of Done) - Assurer les Démonstrations ou Sprint Reviews et accompagner le client et notamment les utilisateurs back office et les points de contacts avec les utilisateurs front office dans leur prise en main et leur exploitation efficace des applications - S'assurer de la conformité des demandes aux besoins du client dans le cadre contractuel prévu et de l'adhésion du client aux solutions préconisées - Assurer le suivi et le reporting de ses activités - Réalisation et coordination de la phase d'homologation : établir la stratégie de recette, suivre l'exécution des tests, remonter les anomalies, garantir in fine la qualité de la livraison - Accompagnement au changement et au déploiement de la solution En nous rejoignant, vous bénéficiez notamment des avantages suivants : - Offre complète de formations : techniques, métiers, développement personnel - Qualité de vie au travail : jusqu'à 3 jours de télétravail par semaine, 27 jours de congés payés, RTT, congés ancienneté et enfant malade, programme santé & bien-être - Avantages sociaux : régime d'achats d'actions, participation, PEE, Compte Epargne Temps Et bien d'autres encore ! Qualités requises pour réussir dans ce rôle De formation Bac +5 (école d'Ingénieurs/Commerce ou Université), vous avez une expérience d'au moins 5 ans dans l'analyse fonctionnelle d'applications, particulièrement dans un environnement de livraison agile. Vos compétences sont les suivantes : - Maitrise des bases de données et du langage SQL - Connaissance des architectures SI Télécom (vision d'ensemble du fonctionnement) - Maitrise des outils et normes de modélisation d'architectures IT. - Expérience sur plusieurs domaines d'un SI (relation client, facturation, production, etc.) et flux inter applicatifs. La connaissance des architecture OSS et BSS, ainsi qu'une connaissance des normes utilisés par les Télécom (TMF par exemple) seraient un plus. Orienté client et solution, vous êtes ingénieux et aimez trouver des solutions. Vous avez un excellent contact et un esprit d'équipe développé. Vous savez analyser, formaliser et challenger les besoins des parties prenantes, ainsi que modéliser les processus et les données. Vous avez une vision globale des objectifs stratégiques et de leur impact sur l'IT, et vous proposez des améliorations des processus et des outils existants. CGI est un employeur inclusif et attentif aux candidatures des personnes en situation de handicap, à l'évolution de carrières des hommes et des femmes et au bien-être de nos salariés LGBT+. Notre engagement en faveur de la diversité et de l'inclusion a été reconnu par l'obtention du label recrutement inclusif, décerné p",,France Travail
Groupe RAGT - Business analyst (H/F),Groupe RAGT,Rodez,12,CDI,,2026-01-09,https://candidat.francetravail.fr/offres/recherche/detail/7661231,"RAGT S.A., holding du groupe RAGT, regroupant l'ensemble des services supports des différentes filiales, recrute pour son Pôle DSI son ERP Business Analyst f/h basé sur un des sites RAGT d’Occitanie (France) ou à son site de Söllingen (Allemagne). Dans le cadre du renforcement de notre pôle applicatif, vous rejoignez l’équipe en charge de l’ERP Groupe (multi-sociétés), déployé en France et à l’international. Au cœur des processus métiers, vous interviendrez sur un périmètre fonctionnel couvrant le négoce, la gestion commerciale et la finance, avec un rôle clé d’interface entre les utilisateurs métiers et les équipes IT. Votre mission : Rattaché(e) au pôle applicatif, vos principales missions seront les suivantes : Analyser les besoins métiers et les traduire en spécifications fonctionnelles et technico-fonctionnelles, Participer au paramétrage et aux évolutions de l’ERP en lien avec les processus de négoce et de finance, Contribuer aux projets ERP (évolutions, déploiements, harmonisation des pratiques au sein du groupe), Assurer le support applicatif et fonctionnel auprès des utilisateurs (analyse des incidents, résolution, accompagnement), Réaliser les tests fonctionnels, accompagner les mises en production, Rédiger la documentation fonctionnelle et participer à la formation des utilisateurs, Être force de proposition dans une logique d’amélioration continue des outils et des processus. Formation supérieure de type Bac +3 à Bac +5 en informatique, systèmes d’information, gestion ou finance Expérience d’au moins 3 ans sur un ERP en tant que business analyst, consultant fonctionnel ou analyste technico-fonctionnel Bonne compréhension des processus métiers négoce et/ou production Compréhension des flux applicatifs et du paramétrage ERP Bonne maîtrise d’un ou plusieurs ERP (idéalement Sage X3) Anglais professionnel requis (contexte international) Capacité d’accompagnement et d’animation d’ateliers + polyvalence + curiosité fonctionnelle + relationnel + sens de la communication + approche projet + force de proposition + rigueur + esprit d’équipe Avantages groupe : rémunération sur 13 mois, prime variable, prime vacances, prime d’intéressement, plan d’épargne salarial, mutuelle, prévoyance, 18 JRTT/JNT et CSE Groupe. RAGT s'engage pour la diversité par la mise en œuvre d'une politique de recrutement inclusive, notamment en faveur de personnes en situation de handicap.",,France Travail
Business Analyst (H/F),ALTECA,Montpellier,34,CDI,40000.0,2026-01-08,https://candidat.francetravail.fr/offres/recherche/detail/7564873,"RESPONSABILITÉS : Dans l'exercice de tes fonctions, voici tes missions: ANALYSE & GESTION DES BESOINS • Participer à l'élaboration des besoins avec le Product Owner, les utilisateurs et les équipes parcours. • Contribuer à l'affinage et à la rédaction des user stories dans Jira. • Animer ou coanimer des ateliers de travail, des sessions de clarification et de priorisation. • Aider à la priorisation du backlog et à la valorisation des besoins via Jira. CYCLE DE VIE DU PRODUIT & GESTION FONCTIONNELLE • Participer activement à l'ensemble des cérémonies agiles (affinage, planification, rétrospectives...). • Gérer le périmètre applicatif : incidents, maintenances, diagnostics métiers, proposition de solutions. • Assurer le support fonctionnel auprès des utilisateurs et des équipes partenaires. • Contribuer à l'accostage des produits avec les parcours et autres équipes. DOCUMENTATION & QUALITE • Maintenir à jour la documentation produit. • Définir, maintenir et appliquer le plan de tests fonctionnels du produit. • Rédiger et exécuter les tests fonctionnels, TNR (tests de non-régression), tests de validation, et tests d'homologation transversaux. PROFIL RECHERCHÉ : Ton profil : diplômé(e) d'un Bac+5 en Informatique ou en Gestion de projet informatiques (Université ou Ecole d'Ingénieur), tu as au moins 4 ans d'expérience sur un poste similaire et tu sais évoluer en environnement Agile. Ta personnalité : tu es une personne organisée, rigoureuse, force de proposition, tu disposes d'un bon relationnel et tu aimes le travail en équipe. Tu apprécies et contribues à développer un contexte de travail bienveillant et qui favorise le partage de connaissances. Type de contrat proposé : temps plein | Niveau de poste : confirmé PROCESS DE RECRUTEMENT ν Maïwenn de l'équipe recrutement te contactera pour un premier échange téléphonique, puis elle te recevra dans le cadre d'un entretien RH. ν Si cet entretien est validé, tu rencontreras alors Mathieu, le Responsable d'Agence de Montpellier, pour un entretien opérationnel. NOS AVANTAGES Transport pris en charge à 75% | Tickets resto pris en charge à 60% | Mutuelle prise en charge à 60% 10 jours de RTT en plus des 25 jours de CP | Mode de travail : hybride | Accès au CSE (billetterie, voyages...) Des parcours de formations personnalisés (75% de nos collaborateurs ont suivis au moins 1 formation en 2022) Votre chance c'est votre talent, la nôtre c'est de le développer : rejoignez-nous ! En tant que signataire de la charte de diversité en entreprise, Alteca favorise un environnement de travail inclusif et respectueux de tous. A compétences égales, tous nos postes sont ouverts aux personnes en situation de handicap.",,France Travail
Business Analyst (H/F),Confidentiel,Luxembourg,Inconnu,CDI,,2025-12-31,https://candidat.francetravail.fr/offres/recherche/detail/7264283,"Harry Hope, cabinet de recrutement accompagne candidats et entreprises dans leurs recherches des meilleures opportunités en France et à l'international. Afin de mieux répondre à vos enjeux, tous nos consultants sont spécialisés par secteur d'activité et zone géographique. POSTE Notre client est un acteur innovant, spécialisé dans le domaine de la , dédié à l'optimisation des processus métiers et à l'amélioration des solutions IT. Dans le cadre de son développement, il recherche un Business Analyst IT pour contribuer à des projets stratégiques visant à améliorer les systèmes et les processus métiers. Missions principales : Recueillir et analyser les besoins métier auprès des parties prenant/antes. Rédiger des spécifications fonctionnelles et techniques détaillées. Collaborer avec les équipes de développement pour garantir la conformité des solutions livrées. Assurer la gestion des tests, la validation et le suivi des livrables. Participer à l'amélioration continue des processus et outils informatiques. Rédiger la documentation fonctionnelle et assurer la formation des utilisateurs finaux. PROFIL Profil recherché : Expérience confirmée de 5 à 7 ans en Business Analysis dans un environnement IT. Solides connaissances en développement logiciel. Maîtrise des méthodologies Agile (Scrum, Kanban) et des outils de gestion comme JIRA et Confluence. Excellentes compétences analytiques et relationnelles. Français et anglais courants, à l'oral comme à l'écrit. Diplôme universitaire en informatique, gestion des systèmes d'information ou domaine connexe souhaité. Ce que nous proposons : Un environnement professionnel stimulant, au sein d'une équipe dynamique et collaborative. La possibilité de travailler sur des projets stratégiques et impactants dans le secteur de la . Une rémunération attractive, adaptée à votre expérience et vos compétences. De réelles perspectives d'évolution et de développement professionnel.",,France Travail
Business Process Analyst / Analyste fonctionnel (m/f) (réf. E) (réf. F) (réf. M) (H/F),Confidentiel,Luxembourg,Inconnu,CDI,,2025-12-28,https://candidat.francetravail.fr/offres/recherche/detail/7167844,"Statut : Employé, Fonctionnaire Qui recrute ? Inspection générale des finances L’IGF est une administration placée sous l'autorité du Ministre des Finances et sa mission principale est la préparation annuelle du Budget de l’Etat. L’Inspection émet un avis sur tous les projets dont la réalisation est susceptible d'entraîner des conséquences financier/ières et elle peut être saisie de l'examen de toute autre question que le gouvernement juge utile de lui soumettre. Missions Vous intégrerez la division « Stratégie, Informatique et Digitalisation » de l’Inspection générale des finances qui est en charge de la mise en place et de la maintenance de diverses solutions informatiques dans le domaine de l’élaboration, de l’exécution et de la comptabilité budgétaires. Ces applications sont utilisées transversalement dans tous les départements ministériels et administrations de l’État par les agents chargés de la gestion du budget et de la comptabilité budgétaire. Dans le contexte de ces systèmes d’information, des important/antes évolutions fonctionnelles et technologiques sont actuellement en cours respectivement sont prévues à court et à moyen terme. Votre rôle sera d’intervenir sur ces projets en prenant en charge les tâches suivant/antes : Interagir avec les parties prenant/antes pour recueillir les exigences fonctionnelles et élaborer un plan de mise en œuvre des solutions informatiques à ces exigences; Assurer le lien entre les experts métier qui expriment des besoins et l'équipe de développement qui les met en œuvre; Analyser et modéliser les besoins des utilisateurs; Rédiger les documents d’analyse et de conception pour le développement et l’acceptation des solutions; Participer aux activités de paramétrage des systèmes dans le cadre de l’implémentation des projets; Assurer la gestion des projets, en veillant à ce que les livrables respectent les spécifications et les délais; Participer à la validation des développements; Supporter l'équipe de développement dans les questions fonctionnelles et soutenir les utilisateurs dans la gestion des changements; Réaliser le suivi technique des projets en production, surveiller et améliorer l’efficacité des solutions déployées. Profil Compétences techniques Solides compétences en analyse de processus et en modélisation de besoins; Expertise dans la conception de solutions informatiques; Expérience dans la gestion de projets informatiques; Excellentes capacités rédactionnelles. Compétences comportementales Volonté d’apprentissage continu et de s’approprier des connaissances approfondies dans le domaine technique des systèmes d’information, notamment du progiciel SAP S/4HANA, ainsi que le domaine métier des finances publiques et de la gestion du budget de l’État; Solides capacités analytiques, bon esprit de synthèse et approche structurée et méthodique; Capacité à résoudre des problèmes complexes de manier/ière efficace et créative; Curiosité pour les technologies de l’information et l’innovation technologique; Solides compétences en communication et organisation. Atouts Maîtrise des modules SAP financiers et budgétaires (FI/CO, PSM-FM, S/4HANA Finance); Connaissances de base en programmation, notamment en langage ABAP; Connaissance des méthodologies de gestion de projet (Quapital IT, Scrum, Agile, Prince 2, etc.). Connaissances dans le domaine des finances publiques, de la gestion budgétaire ou de la comptabilité. Conditions d’admission Le poste peut être brigué sous le statut du fonctionnaire de l’État ou de l’employé de l’État. Il est ouvert au changement d'administration des fonctionnaires. Obtenez plus de détails sur les conditions d'admission : Pour devenir fonctionnaire de l'État Pour changer d'administration en tant que fonctionnaire Pour devenir employé de l'État. Diplômes Vous êtes titulaire d’un grade ou diplôme délivré par un établissement d’enseignement supérieur reconnu par l’État du siège de l’établissement et sanctionnant l’accomplissement avec succès d’un master en informatique, en gestion ou de son équivalent. Le grade ou diplôme requis doit correspondre au moins au niveau 7 tel que défini par le Cadre luxembourgeois des qualifications. Langues Applicable à l'employé et au fonctionnaire (hors changement d'administration) : Vous répondez aux exigences de connaissances des 3 langues administratives pour le groupe A1. Vous êtes ressortissant d’un État membre de l’Union européenne.",,France Travail
Airport Performance & Business Analyst (H/F),Confidentiel,Luxembourg,Inconnu,CDI,,2025-12-25,https://candidat.francetravail.fr/offres/recherche/detail/7080232,"lux-Airport - Société de l’Aéroport de Luxembourg SAVotre prochaine destination professionnelle Travailler pour lux-Airport Vous connaissez l’aéroport du Luxembourg en tant que passager ?Que diriez-vous de rejoindre nos équipes ? lux-Airport est la société qui exploite l’aéroport national du Luxembourg.Ses rôles principaux sont :Proposer une infrastructure sûre et performant/ante au service du transport aérien de passagers et de marchandisesDévelopper les zones environnant/antes, en termes d’activités et d’installations. Notre aéroport compte plus de destinations directes déservies par compagnies aérien/iennes.En , il a accueilli environ 5.4 millions de passagers.De plus, en traitant tonnes de fret en , l'aéroport de Luxembourg se classe parmi les meilleures plateformes de fret en Europe. lux-Airport emploie actuellement plus de personnes issues de divers horizons et s. Le bon fonctionnement de notre entreprise repose avant tout sur la passion et l’excellence de nos collaborateurs.Pour continuer à respecter nos engagements et avancer sur de nouveaux projets, nous sommes continuellement à la recherche de nouveaux talents. Pourquoi nous rejoindre ? Travailler pour lux-Airport, c'est évoluer dans un environnement passionnant et stimulant.C'est aussi adopter un état d'esprit respectueux, impliqué, consciencieux, orienté solutions et optimiste.D'ailleurs, nous pensons que cette approche est le moyen le plus efficace de favoriser l'épanouissement personnel.Cela permet également de créer un environnement de travail où les individus peuvent développer pleinement leur potentiel et leur expertise.Cela reflète parfaitement notre « Just Culture » (Culture Juste). ++++ Notre offre d'emploi Aujourd'hui, nous recrutons un Airport Performance & Business Analyst. Vos responsabilités *Vos missions quotidien/iennes Gestion de la performance Concevoir et mettre en œuvre un cadre de suivi de la performance à l'échelle de l'aéroport permettant un reporting structuré sur les indicateurs clés de performance opérationnels et les ressources clés (par exemple, OTP, rotations, BHS, PRM, sécurité, [...]).Diriger, animer et développer les réunions post-opérations en tant que mécanisme central d'évaluation des performances, de collaboration entre les parties prenant/antes et d'amélioration continueDévelopper et maintenir des indicateurs clés de performance en collaboration avec les parties prenant/antes, tout en préparant et en présentant des rapports structurés sur les performances à des partenaires clés tels que les compagnies aérien/iennes, les prestataires de services d'assistance en escale et les contrôleurs aériensPromouvoir une culture d'amélioration continue fondée sur les données dans tous les domaines opérationnels grâce à des évaluations régulier/ières des performances et à des suivis structurés Analyse opérationnelle et analyse des causes profondes Réalisation d'analyses des causes profondes des défis opérationnels à l'aide de méthodes structurées et de données extraites des principaux systèmes aéroportuaires (par exemple, AODB, RMS, systèmes de surveillance des terminaux ou des aires côté piste)Collaboration avec l'équipe chargée des données afin d'identifier de nouvelles sources de données et de structurer les sources existant/antes, et soutien à la validation et à la structuration des données pertinentes pour les performancesRéalisation d'analyses indépendant/antes à l'aide d'outils BI tels que Tableau, afin de générer des informations utiles à la fois pour les opérations quotidien/iennes et la planification à long terme.Soutien stratégique et élaboration d'analyses de rentabilitéTransformation des résultats analytiques en propositions concrètes et en évaluations basées sur des scénarios afin de prendre des décisions éclairées en matier/ière d'exploitation et d'investissement.Recommandation de changements de processus sur la base des résultats et soutien à leur mise en œuvre en collaboration avec le planificateur des ressources aéroportuaires et d'autres équipes opérationnelles concernées. Soutien stratégique et élaboration d'analyses de rentabilité Transformer les résultats analytiques en propositions concrètes et en évaluations basées sur des scénarios afin de prendre des décisions éclairées en matier/ière d'exploitation et d'investissement.Recommander des changements de processus sur la base des résultats et soutenir leur mise en œuvre en collaboration avec le planificateur des ressources aéroportuaires et d'autres équipes opérationnelles concernées. Engagement des stakeholders Assurer la liaison entre l'équipe Capacité et performance et les parties prenant/antes internes/externes, notamment les compagnies aérien/iennes, les prestataires de services d'assistance en escale et les contrôleurs aériens.Assurer une communication transparente des résultats de...",,France Travail
Business Analyst IT H/F,Mutuaide,Noisy-le-Grand,93,CDD,,2025-12-24,https://candidat.francetravail.fr/offres/recherche/detail/7060765,"Dans le cadre de nos projets de transformation de nos processus , sous la responsabilite du Responsable projets applications digitales et DATA, nous recherchons un Business Analyst H/F expérimenté pour un cdd de 6 mois à partir de Janvier.Vos missions et activités seront les suivantes :Recueil et analyse des besoins métiers avec les parties prenantes- Animer des ateliers de cadrage avec les parties prenantes métiers.- Produire des livrables de modélisation (processus, cas d'usage, parcours utilisateurs, .).- Définir les règles de gestion et rédiger les spécifications fonctionnelles détaillées.- Assurer la traçabilité des exigences tout au long du projet.Interface entre les métiers et les équipes techniques- Faciliter la communication entre les équipes métiers et les équipes IT.- Accompagner les équipes techniques dans la compréhension des besoins.Accompagnement à la recette- Contribuer à la définition de la stratégie de recette.- Rédiger les plans de tests et les cas de tests fonctionnels.- Participer à l'exécution des tests et au suivi des anomalies.Suivi et reporting- Assurer le suivi de l'avancement des travaux liés à l'analyse fonctionnelle.- Produire des tableaux de bord et des indicateurs de suivi.",,France Travail
BUSINESS ANALYST SAP RETAIL (F/H) (H/F),Confidentiel,Nantes,44,CDI,,2025-12-19,https://candidat.francetravail.fr/offres/recherche/detail/6813701,"Nous recherchons pour le compte de notre client, enseigne retail reconnue sur son marché, un Business Analyst SAP Retail (F/H) Localisation : Proche Nantes Télétravail à raison de deux jours par semaine Salaire entre 45 et 50K hors avantages entrepriseDans le cadre du renforcement des équipes, la Direction des Systèmes d'Information et de l'Organisation recherche son futur Business Analyst SAP sur le périmètre gestion commerciale, afin d'assurer la maintenance et les projets autour de l'ERP SAP. RUN et Maintien en Condition Opérationnelle - Accompagner les utilisateurs sur les fonctionnalités du périmètre gestion commerciale et servir de relais entre les équipes métiers et les partenaires externes - Piloter les demandes correctives et évolutives adressées à la TMA SAP - Analyser et résoudre les incidents SAP et les anomalies d'interface - Porter l'expertise fonctionnelle de la solution sur son périmètre : analyser les problématiques complexes et participer au traitement des demandes d'évolutions et à l'optimisation de la solution Gestion de projets IT - Cadrer les demandes métiers, recueillir les besoins et rédiger les spécifications fonctionnelles - Piloter les projets et contribuer à la bonne collaboration des différentes parties prenantes - Participer à la recette - Participer à l'architecture SI de la solution et la mettre en place Contribution à l'amélioration continue - Collaborer avec les équipes métiers pour identifier les leviers d'amélioration et renforcer les performances opérationnelles - Participer activement à l'évolution des outils SI pour répondre aux besoins stratégiques de la gestion commerciale - Adopter une vision proactive pour anticiper les besoins futurs et proposer des solutions innovantes Parlons de vous maintenant ! Vous êtes pragmatique, rigoureux et avez une forte capacité d'analyse et de résolution de problématiques complexes. Vous possédez une expérience significative dans la maintenance ou l'implémentation de solutions SAP, particulièrement sur les modules SD et MM, et comprenez les enjeux du secteur du Retail. Au-delà des compétences techniques, vous vous distinguez par votre sens du relationnel et votre capacité à communiquer avec clarté. Vous êtes exigeant envers vous-même, avez le sens des responsabilités et placez la satisfaction client au cur de vos priorités.",,France Travail
Business analyst Gestion Documentaire F/H (H/F),Confidentiel,Châtillon,39,CDI,,2025-12-12,https://candidat.francetravail.fr/offres/recherche/detail/6536640,"Dans un environnement où la dématérialisation des processus et la transformation digitale sont des enjeux stratégiques majeurs, le Business Analyst ECM joue un rôle clé dans l'optimisation de la gestion documentaire de l'organisation. Il&nbsp;accompagne les métiers dans leurs besoins d'évolution des systèmes de gestion électronique de documents (GED) et garantit l'alignement des solutions techniques avec les objectifs business.  Analyser, concevoir et piloter l'évolution des solutions de GED et de gestion de contenus en étroite collaboration avec les&nbsp;équipes métier et techniques, afin d'optimiser les processus documentaires et répondre aux besoins fonctionnels de l'organisation. Le Business Analyst fait le pont entre les besoins métier et les solutions techniques en analysant les processus existants et en définissant les exigences pour optimiser la performance organisationnelle.Maintien à jour les spécifications fonctionnellesValidation de l'expression de besoin métierValidation de la conception fonctionnelle des solutionsIncarne l'expertise fonctionnelle sur les solutions ECM",,France Travail
"Business analyst / Développeur BI - Lyon, France (H/F)",Confidentiel,Lyon,69,CDI,,2025-12-11,https://candidat.francetravail.fr/offres/recherche/detail/6521686,"Ce que nous allons accomplir ensemble : Dans le cadre de sa transformation digitale, un acteur clé de son secteur souhaite moderniser ses outils métiers en adoptant la Power Platform. Lobjectif est de gagner en efficacité opérationnelle et en qualité de reporting via des solutions personnalisées et automatisées, déployées dans un environnement Agile. Votre mission (...si vous lacceptezstrong> Vous serez responsable de la traduction des besoins métiers en solutions concrètes via Power Apps, Power BI et Power Automate. Vous développerez et déploierez ces outils pour améliorer les processus internes et faciliter la prise de décision. Votre quotidien sera rythmé par :Vous recueillerez et formaliserez les besoins métiersVous modéliserez les processus et rédigerez les spécifications fonctionnellesVous développerez des applications sur Power Apps, tableaux de bord avec Power BI et automatiserez les processus avec Power AutomateVous assurerez les phases de tests, la documentation et la formation des utilisateursVous collaborerez avec les équipes IT et métiers dans un cadre AgileVotre Stack de Jeu : Power Platform : Power Apps (Canvas, Model-Driven), Power BI, Power AutomateLangages / outils de transformation : Power Fx, DAX, Power QuerySources de données : SharePoint, Dataverse, SQL Server, ExcelMéthodologies projet : Agile (Scrum, Kanban)Outils collaboratifs : Microsoft Teams, Planner, OneNote, etc. Les petits plus du projet :Vous êtes rigoureux(se), autonome et doté(e) dun bon esprit danalyse.Votre sens du relationnel vous permet déchanger efficacement avec les équipes métiers et IT.Vous savez formaliser les besoins et les transformer en solutions fonctionnelles adaptées.Votre capacité dadaptation et votre esprit déquipe vous aident à travailler dans un environnement agile.Vous travaillerez sur un projet doptimisation impactant directement la performance des processus internes.Le poste vous permet de renforcer votre expertise sur la Power Platform, technologie en forte croissance.Vous évoluerez dans un environnement Agile avec des équipes motivées et collaboratives, le tout dans un cadre structuré avec un accompagnement technique et fonctionnel pour favoriser votre réussite ! Vous : Diplômé(e) dun Bac+3 à Bac+5 en informatique, systèmes dinformation ou domaine équivalent, vous justifiez dune expérience réussie en tant que Business Analyst ou développeur spécialisé Power Platform (Power Apps, Power BI, Power Automate). Vous maîtrisez Power Apps (Canvas et Model-Driven), Power BI et Power Automate.Vous connaissez Power Fx, DAX et Power Query pour la manipulation avancée des données.Vous êtes à laise avec les sources de données variées : SharePoint, SQL, Excel, Dataverse.Vous savez modéliser des processus métiers et des données avec une bonne sensibilité UX/UI.Une expérience des méthodes Agile (Scrum, Kanban) est nécessaire.",,France Travail
